experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
MI,FT,Software Engineer,118100,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,126000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,93000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,237500,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,157500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,115000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,89000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,76000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,238000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,263100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,126300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,319000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,221000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,220000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,190000,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,86128,0,M,Europe,Europe
MI,FT,Engineer,55926,0,M,Europe,Europe
SE,FT,Data Analyst,116700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,93400,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,95000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,151000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,95000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,247000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,268000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,137500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,187100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,107600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,184800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,161900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,212000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,93300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,96000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,127900,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,85300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,204000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,112500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,73100,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,137500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,204500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,142200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,175000,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,150000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,116000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,110000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,132000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,104000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141000,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,198000,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,151000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,104000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,83000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,204500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,142200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,125000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,81500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,192000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,120500,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,247300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,139700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,64781,0,M,Europe,Europe
SE,FT,Data Scientist,41027,0,M,Europe,Europe
EX,FT,Data Scientist,218000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Scientist,168000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,119200,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,86600,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,161900,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,128600,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,100000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,162240,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,47840,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,205500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,128500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,164000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,117000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,142352,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95325,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,47238,0,M,Europe,Europe
MI,FT,Software Engineer,42030,0,M,Europe,Europe
MI,FT,Software Engineer,247500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,172200,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,47238,0,M,Oceania,Oceania
EN,FT,Data Analyst,42030,0,M,Oceania,Oceania
SE,FT,Software Engineer,61520,0,M,Europe,Europe
SE,FT,Software Engineer,40603,0,M,Europe,Europe
MI,FT,Data Analyst,134000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,90000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,204000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,163200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,168000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,143000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,142352,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,95325,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,105000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,100000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,179000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,112000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,125000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,131000,0,L,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,54400,0,L,NorthAmerica,NorthAmerica
EN,FT,Engineer,120000,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,50000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,359170,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,295490,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,102000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,92000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,132567,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,96412,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,222200,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,230000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,110000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,90000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,172800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,110000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135842,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,98794,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,331640,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,267720,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,266450,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,177700,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,350000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,155000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,125000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,278700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,159300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,171000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,151000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,266450,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,177700,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,100000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,80000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,174990,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,132624,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,73100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,212000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,93300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,210100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,95500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,184600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,99400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,184800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,107100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,205000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,155400,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,75065,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,41419,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,169000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,105500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,113563,0,M,Oceania,Oceania
MI,FT,Data Scientist,102927,0,M,Oceania,Oceania
MI,FT,Data Analyst,90500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,42400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,234000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,146000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,212000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,93300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,128167,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85445,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,212000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,93400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,172300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,86100,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,138000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,86000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,179000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,112000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,700000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,179000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,112000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,94000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,94000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,140130,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,84870,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,165000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,122445,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,154101,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,100758,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,84000,100,M,Asia,Asia
MI,FT,Software Engineer,48000,100,M,Asia,Asia
SE,FT,Software Engineer,275000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,187000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,212800,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,124100,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,240810,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,126800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,145000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,222000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,132000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,250000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,222000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,132000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,49216,0,M,Europe,Europe
EN,FT,Software Engineer,43064,0,M,Europe,Europe
SE,FT,Data Analyst,94000,50,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,70000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,245000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,207900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,158400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,138000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,86000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,95100,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,95100,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,190000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,260000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,166375,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,212800,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,115100,0,L,NorthAmerica,NorthAmerica
MI,FT,Engineer,60000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,48000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,60000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,55000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,205500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,132500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,94000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,223600,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,115000,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,165000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,62000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,49000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,106100,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,74300,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,54137,0,M,Europe,Europe
EN,FT,Data Analyst,43925,0,M,Europe,Europe
SE,FT,Data Scientist,245000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,132300,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,93000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,234000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,146000,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,96600,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,55200,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,83300,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,47500,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,99300,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,82800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,110841,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,101000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,50000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,182500,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,121700,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,134500,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,91460,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,41827,0,M,Europe,Europe
EN,FT,Data Analyst,37944,0,M,Europe,Europe
EN,FT,Software Engineer,75753,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,47423,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,124935,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,76050,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,286000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,143000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,106400,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,70000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,133000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,58400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,243600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,148200,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,131600,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,82400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,245700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,132300,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,155750,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,79350,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,234000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,117000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,242000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,106200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,123900,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,75000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,136500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,123500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,227500,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,145600,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,186754,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,101000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,149800,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,70800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,132000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,111000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,180000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,162000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,172700,0,M,Asia,Asia
SE,FT,Data Engineer,82900,0,M,Asia,Asia
SE,FT,Software Engineer,115000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,238000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,144500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,98500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,209300,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,123800,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,18000,100,S,Africa,Africa
EN,FT,Software Engineer,130400,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,70800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,75000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,247300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,139700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,278700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,159300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,254900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,203920,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,191200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,170186,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,150000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,125000,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,95000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,278700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,159300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,247300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,139700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,212800,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,124100,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,90000,50,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,198000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,94000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,219100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,118500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,128000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,60000,100,M,NorthAmerica,NorthAmerica
